entity_type,layer,text,insert_x,insert_y,start_x,start_y,start_z,end_x,end_y,end_z,center_x,center_y,radius,vertices,vertex_count,closed,start_angle,end_angle
MTEXT,PARABOLAS,,-5.1007,18.9892,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-53.1396,-1.6954,0.0,-53.1396,-2.7219,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-54.7464,-1.6954,0.0,-54.7464,-2.7219,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-58.1444,-1.6954,0.0,-58.1444,-2.2087,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-59.2322,-1.6954,0.0,-59.2322,-2.7219,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-61.6286,-1.6954,0.0,-61.6286,-2.7219,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-57.1444,-2.7219,0.0,-57.1444,-1.6954,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-55.9134,-2.7219,0.0,-55.9134,-1.6954,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-2.7219,0.0,-62.4978,-1.6954,0.0,,,,,,,,
LINE,TUBERIA-TV,,,,-64.411,-2.0947,0.0,-64.5443,-1.8269,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-66.6515,-1.7979,0.0,-66.6515,-2.0929,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-65.6239,-1.8877,0.0,-65.6239,-2.3164,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.677,-2.0557,0.0,-64.677,-2.2852,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.6179,-2.0557,0.0,-64.6179,-2.2852,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-64.6475,-2.1301,0.08,,,,,
LINE,ACOMETIDAS,,,,-66.7391,-2.0914,0.0,-66.7391,-1.6457,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-86.2666,-3.0361,0.0,-86.2666,-0.6364,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-78.8768, -2.2001], [-78.5768, -2.2001], [-78.5768, -1.9001], [-78.8768, -1.9001]]",4.0,True,,
LINE,CAJONEO,,,,-77.4768,-1.9001,0.0,-77.4768,-5.6001,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-85.9768, -2.2001], [-85.6768, -2.2001], [-85.6768, -1.9001], [-85.9768, -1.9001]]",4.0,True,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-89.1268, -2.2001], [-88.8268, -2.2001], [-88.8268, -1.9001], [-89.1268, -1.9001]]",4.0,True,,
LINE,CAJONEO,,,,-89.1268,-5.6001,0.0,-89.1268,4.3999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-2.0501,0.0,-63.9308,-2.7501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,-1.9001,0.0,-63.7808,-2.7501,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-65.1808, -2.2001], [-64.8808, -2.2001], [-64.8808, -1.9001], [-65.1808, -1.9001]]",4.0,True,,
LINE,CAJONEO,,,,-74.4808,-2.8501,0.0,-74.4808,-2.0501,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-74.4808,-2.8455,0.9,,,,117.8898,152.734
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-75.4308, -2.2001], [-75.1308, -2.2001], [-75.1308, -1.9001], [-75.4308, -1.9001]]",4.0,True,,
ARC,CAJONEO,,,,,,,,,,-74.4808,-2.8501,0.8,,,,90.0,180.0
CIRCLE,CAJONEO,,,,,,,,,,-72.1308,-2.0501,0.15,,,,,
LINE,CAJONEO,,,,-75.4308,-5.6001,0.0,-75.4308,4.3999,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.1733,-7.9866,0.0,-52.9413,-7.9866,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.1733,-7.7851,0.0,-52.9413,-7.7851,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.1733,-7.2397,0.0,-52.9413,-7.2397,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.3733,-6.6265,0.0,-51.2233,-6.6265,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-49.9396,-5.6483,0.0,-52.0733,-5.6483,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CONTADOR TRIFILAR 5(60A),-52.372,-3.4939,,,,,,,,,,,,,,
TEXT,TITULOS,DIAGRAMA UNIFILAR,-51.6979,-9.4668,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.3733,-6.2325,0.0,-51.2233,-6.2325,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.3733,-5.4383,0.0,-52.0733,-5.4383,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.5733,-5.2281,0.0,-51.2233,-5.2281,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.1733,-4.6836,0.0,-52.0733,-4.6836,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-50.5733,-4.4836,0.0,-51.2233,-4.4836,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,2x60A,-51.0763,-4.1723,,,,,,,,,,,,,,
TEXT,TITULOS,TOMAS Y TELEVISION 2º PISO,-74.2053,-7.1753,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-68.6808,-5.4501,0.0,-74.4808,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,-5.6001,0.0,-75.4308,-5.6001,0.0,,,,,,,,
LINE,CAJONEO,,,,-84.5293,-4.6433,0.0,-84.1767,-4.6294,0.0,,,,,,,,
LINE,CAJONEO,,,,-84.1767,-4.6294,0.0,-84.3426,-4.519,0.0,,,,,,,,
LINE,CAJONEO,,,,-84.3426,-4.519,0.0,-84.1905,-3.7526,0.0,,,,,,,,
LINE,CAJONEO,,,,-82.3768,-5.4501,0.0,-85.6268,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-80.8136,-3.9501,0.0,-84.2297,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.5768,-5.6001,0.0,-89.1268,-5.6001,0.0,,,,,,,,
TEXT,TITULOS,TOMAS Y TELEVISION 1º PISO,-87.2793,-7.1753,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-84.3136,-4.5383,0.0,-84.3136,-4.3728,0.0,,,,,,,,
LINE,CAJONEO,,,,-85.6768,-5.3001,0.0,-85.6768,-3.1001,0.0,,,,,,,,
LINE,CAJONEO,,,,-85.8268,-5.3001,0.0,-85.8268,-3.1001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.9768,-5.0001,0.0,-88.9768,-2.2001,0.0,,,,,,,,
LINE,CAJONEO,,,,-85.9768,-5.4501,0.0,-88.5268,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.7268,-5.0501,0.0,-88.9268,-5.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.7268,-5.1001,0.0,-88.9268,-5.1001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.6768,-5.1501,0.0,-88.9768,-5.1501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.6768,-5.0001,0.0,-88.9768,-5.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.4501,0.0,-88.8268,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.9268,-5.0001,0.0,-88.9268,-5.1501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.9768,-5.3001,0.0,-88.9768,-5.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.1501,0.0,-88.5268,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5768,-5.2001,0.0,-88.5768,-5.4001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.6268,-5.2001,0.0,-88.6268,-5.4001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.6768,-5.1501,0.0,-88.6768,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.4001,0.0,-88.6768,-5.4001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.1501,0.0,-88.5268,-5.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.6768,-5.1501,0.0,-88.6768,-5.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.7268,-5.0001,0.0,-88.7268,-5.1501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.0001,0.0,-88.6768,-5.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.1501,0.0,-88.6768,-5.1501,0.0,,,,,,,,
LINE,CAJONEO,,,,-88.5268,-5.2001,0.0,-88.6768,-5.2001,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-89.1268, -5.6001], [-88.8268, -5.6001], [-88.8268, -5.3001], [-89.1268, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-84.4768,-5.4501,0.0,-84.3634,-4.7882,0.0,,,,,,,,
LINE,CAJONEO,,,,-84.3634,-4.7882,0.0,-84.5293,-4.6433,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-85.9768, -5.6001], [-85.6768, -5.6001], [-85.6768, -5.3001], [-85.9768, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-84.3136,-5.4501,0.0,-84.3136,-4.6348,0.0,,,,,,,,
TEXT,NOTAS,PREPARACION,-88.0106,-3.9069,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-88.738,-3.433,0.0,-86.1409,-3.433,0.0,,,,,,,,
TEXT,TEXTO,3,-88.8434,-3.7689,,,,,,,,,,,,,,
TEXT,TEXTO,10 TW,-87.7932,-3.3345,,,,,,,,,,,,,,
LINE,CABLES,,,,-87.5007,-3.3761,0.0,-87.5615,-3.5184,0.0,,,,,,,,
LINE,CABLES,,,,-87.5579,-3.3761,0.0,-87.6187,-3.5184,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-88.8434,-3.5403,0.0,-88.738,-3.433,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-88.8968,-3.6001,0.08,,,,,
LINE,ELEMENTOS-ELEC,,,,-88.9711,-3.6296,0.0,-88.7417,-3.6296,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-88.9711,-3.5705,0.0,-88.7417,-3.5705,0.0,,,,,,,,
TEXT,TEXTO,3,-86.0528,-3.7689,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-86.1409,-3.433,0.0,-85.9789,-3.5678,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-85.95,-3.5335,0.0,-86.2666,-3.0361,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-85.8324,-3.5713,0.0,-86.0619,-3.5713,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-85.8324,-3.6304,0.0,-86.0619,-3.6304,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-85.9068,-3.6008,0.08,,,,,
LINE,CAJONEO,,,,-85.8268,-3.1001,0.0,-85.6768,-3.1001,0.0,,,,,,,,
POINT,MANCHETA,,,,,,,,,,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-78.8768, -5.6001], [-78.5768, -5.6001], [-78.5768, -5.3001], [-78.8768, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-78.7268,-4.9501,0.0,-78.5768,-4.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-80.8136,-5.4501,0.0,-80.8136,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-81.8636,-5.4501,0.0,-81.8636,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-82.5636,-5.4501,0.0,-82.5636,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-82.9136,-5.4501,0.0,-82.9136,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-83.6136,-5.4501,0.0,-83.6136,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-83.2636,-5.4501,0.0,-83.2636,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-82.2136,-5.3001,0.0,-82.2136,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-81.5136,-5.4501,0.0,-81.5136,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-81.1636,-5.4501,0.0,-81.1636,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-83.9636,-5.4501,0.0,-83.9636,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.8768,-5.4501,0.0,-82.0768,-5.4501,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-82.3768, -5.6001], [-82.0768, -5.6001], [-82.0768, -5.3001], [-82.3768, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-78.7268,-4.9501,0.0,-78.7268,-5.3001,0.0,,,,,,,,
LINE,CAJONEO,,,,-80.8136,-3.8501,0.0,-84.2099,-3.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-80.8136,-3.9501,0.0,-80.8136,-3.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-74.4808,-3.6217,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4108,-4.6501,0.0,-74.4108,-3.6456,0.0,,,,,,,,
LINE,CAJONEO,,,,-75.2808,-4.6546,0.0,-75.2808,-2.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.5768,-4.9501,0.0,-78.5768,-5.6001,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.5768,-5.6001,0.0,-77.4768,-5.6001,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-74.4808,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-74.4108,-4.6501,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-74.4808,-4.6546,0.9,,,,207.266,242.1102
LINE,CAJONEO,,,,-74.9018,-5.4501,0.0,-75.1308,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-75.2808,-5.3001,0.0,-75.2808,-5.0669,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-75.2808,-4.6501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-75.1736,-5.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.6501,0.0,-74.8808,-5.3429,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-74.4808,-4.6501,0.8,,,,180.0,270.0
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-75.4308, -5.6001], [-75.1308, -5.6001], [-75.1308, -5.3001], [-75.4308, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-74.4108,-2.8501,0.0,-74.4808,-2.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-75.2808,-2.4332,0.0,-75.2808,-2.2001,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-2.8501,0.0,-75.2853,-2.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-2.8501,0.0,-75.1736,-2.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-3.1075,0.0,-75.2853,-3.1075,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-2.8501,0.0,-74.8808,-2.1573,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.9854,-3.4731,0.0,-75.3226,-3.3417,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.9772,-3.6292,0.0,-74.9854,-3.4731,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.1359,0.0,-75.2853,-4.1359,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.8292,-3.35,0.0,-74.9772,-3.6292,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-3.3646,0.0,-75.2853,-3.3646,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-3.6217,0.0,-75.2853,-3.6217,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-3.8788,0.0,-75.2853,-3.8788,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-4.393,0.0,-75.2853,-4.393,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4108,-3.6456,0.0,-74.8539,-3.5306,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.8539,-3.5306,0.0,-74.8292,-3.35,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4808,-2.8501,0.0,-74.4808,-3.6217,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.4108,-3.6456,0.0,-74.4108,-2.8501,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,LAMPARAS INTERNAS,-62.5201,-7.2312,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,TOMAS Y LAMPARAS EXTERNAS,-62.5201,-7.5097,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,I FASE = 5132W = 23.32 A.   ,-62.5201,-8.5052,,,,,,,,,,,,,,
TEXT,TITULOS,CALCULO DEMANDA DIVERSIFICADA,-62.5347,-6.908,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,PROTECCION GENERAL 2x60 A. ,-62.5201,-9.2391,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,"ACOMETIDA CONDUCTOR Cu ,6 THW TRIFILAR",-62.5201,-8.9945,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CTO. Nº,-62.4293,-4.4894,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-4.0492,0.0,-58.1444,-4.0492,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,21,-62.1722,-5.064,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,22,-62.1893,-5.5754,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-5.7825,0.0,-53.1396,-5.7825,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-5.2693,0.0,-53.1396,-5.2693,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-4.7725,0.0,-53.1396,-4.7725,0.0,,,,,,,,
TEXT,TITULOS,CUADRO DE CARGAS T.2. (3º PISO),-62.5357,-3.8994,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-6.2958,0.0,-53.1396,-6.2958,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-2.2087,0.0,-53.1396,-2.2087,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-2.7219,0.0,-53.1396,-2.7219,0.0,,,,,,,,
POINT,MANCHETA,,,,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.5253,-8.385,0.0,-62.4761,-8.385,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.5253,-8.5056,0.0,-62.4727,-8.5056,0.0,,,,,,,,
TEXT,NOTAS,COCIN.,-68.0731,-4.5504,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-64.6976,-3.6798,0.0,-68.3823,-3.6798,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-67.4808,-3.4501,0.1,,,,90.0,180.0
LINE,CAJONEO,,,,-65.1808,-5.4501,0.0,-68.3808,-5.4501,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-68.4447,-4.4893,0.08,,,,,
LINE,CAJONEO,,,,-69.2176,-5.4501,0.0,-69.2176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.8676,-5.4501,0.0,-68.8676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.1308,-3.5001,0.0,-68.1308,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.6808,-3.3501,0.0,-68.6808,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.5308,-3.5001,0.0,-68.5308,-5.3001,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0176,-5.4501,0.0,-72.0176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-71.3176,-5.4501,0.0,-71.3176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-71.6676,-5.4501,0.0,-71.6676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.9676,-5.4501,0.0,-70.9676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.6176,-5.4501,0.0,-70.6176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.2676,-5.4501,0.0,-70.2676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-69.9176,-5.4501,0.0,-69.9176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-69.5676,-5.4501,0.0,-69.5676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.3676,-5.4501,0.0,-72.3676,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.7176,-5.4501,0.0,-72.7176,-3.9501,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-72.2808, -5.6001], [-71.9808, -5.6001], [-71.9808, -5.3001], [-72.2808, -5.3001]]",4.0,True,,
LINE,CABLES,,,,-68.3493,-4.8666,0.0,-68.5257,-4.9466,0.0,,,,,,,,
LINE,CABLES,,,,-68.3493,-4.8109,0.0,-68.5257,-4.891,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-68.3055,-4.8745,,,,,,,,,,,,,,
TEXT,TEXTO,12,-68.3477,-5.3272,,,,,,,,,,,,,,
TEXT,TEXTO,12,-68.3763,-4.6607,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-68.4447,-4.5693,0.0,-68.4447,-5.0732,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.514,-5.1322,0.0,-68.2846,-5.1322,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.514,-5.1912,0.0,-68.2846,-5.1912,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-68.4396,-5.1617,0.08,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.519,-4.4598,0.0,-68.2896,-4.4598,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.519,-4.5188,0.0,-68.2896,-4.5188,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-68.6808, -5.6001], [-68.3808, -5.6001], [-68.3808, -5.3001], [-68.6808, -5.3001]]",4.0,True,,
LINE,CAJONEO,,,,-68.6808,-3.8501,0.0,-72.7176,-3.8501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.6808,-3.9501,0.0,-72.7176,-3.9501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.7176,-3.9501,0.0,-72.7176,-3.8501,0.0,,,,,,,,
LINE,CABLES,,,,-68.3719,-4.1771,0.0,-68.5483,-4.2571,0.0,,,,,,,,
LINE,CABLES,,,,-68.3719,-4.1214,0.0,-68.5483,-4.2015,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-68.3281,-4.185,,,,,,,,,,,,,,
TEXT,TEXTO,12,-68.3858,-3.8895,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-68.4499,-3.8067,0.0,-68.4499,-4.4011,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.5242,-3.6972,0.0,-68.2948,-3.6972,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-68.5242,-3.7563,0.0,-68.2948,-3.7563,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-68.4499,-3.7267,0.08,,,,,
INSERT,CAJONEO,,,,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-68.1308,-3.3501,0.0,-68.6808,-3.3501,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.1308,-3.5001,0.0,-68.5308,-3.5001,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.1308,-3.3501,0.0,-68.1308,-3.5001,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-5.2693,0.0,-62.4978,-4.0492,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-2.7501,0.0,-63.9308,-4.7501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,-2.7501,0.0,-63.7808,-4.7501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8808,-2.8001,0.0,-63.8808,-4.7001,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8308,-2.8001,0.0,-63.8308,-4.7001,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.5808,-3.4501,0.0,-67.5808,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.1808,-3.4501,0.0,-67.1808,-5.4501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-5.4501,0.0,-64.8808,-5.4501,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-65.1808, -5.6001], [-64.8808, -5.6001], [-64.8808, -5.3001], [-65.1808, -5.3001]]",4.0,True,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-6.2958,0.0,-62.4978,-5.2693,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-5.4501,0.0,-63.9308,-4.7501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-4.7001,0.0,-63.7808,-4.7001,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,-4.7501,0.0,-63.7808,-4.7501,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,-5.6001,0.0,-63.7808,-4.7501,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-64.8583,-2.3164,0.0,-64.7152,-2.1807,0.0,,,,,,,,
TEXT,NOTAS,CAFETERIA,-66.0953,-3.9664,,,,,,,,,,,,,,
LINE,CABLES,,,,-65.2441,-2.2593,0.0,-65.3049,-2.4015,0.0,,,,,,,,
LINE,CABLES,,,,-65.187,-2.2593,0.0,-65.2478,-2.4015,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-65.5279,-2.5197,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-65.6239,-2.3164,0.0,-64.8583,-2.3164,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9231,-2.287,0.0,-66.555,-2.0914,0.0,,,,,,,,
LWPOLYLINE,ELEMENTOS-ELEC,,,,,,,,,,,,,"[[-66.555, -2.0914], [-66.9231, -2.0914], [-66.9231, -2.287], [-66.555, -2.287]]",4.0,True,,
TEXT,TEXTO,T.1.,-66.8586,-2.454,,,,,,,,,,,,,,
