entity_type,layer,center_x,center_y,radius,start_angle,end_angle,vertices,vertex_count,closed,start_x,start_y,start_z,end_x,end_y,end_z,text,insert_x,insert_y
ARC,TEJA ANDINA,6.3127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,6.4927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,6.8527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,6.6727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.0327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.2127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.5727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.3927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.7527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,7.9327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,8.2927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,8.1127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,8.4727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,8.6527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.0127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,8.8327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.1927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.3727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.7327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.5527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,9.9127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.0927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.4527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.2727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.6327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.8127,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,11.1727,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,10.9927,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,11.3527,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,11.5327,269.1624,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,11.7077,269.1686,0.0866,11.0551,168.9449,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.7427, 269.1852], [11.7427, 269.0852], [5.3827, 269.0852], [5.3827, 269.1852]]",4.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.3327, 269.1852], [11.7927, 269.1852]]",2.0,False,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[11.4937, 271.6852], [10.1132, 271.6852], [10.1132, 270.4852], [11.4937, 270.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[9.1632, 271.6852], [7.9632, 271.6852], [7.9632, 270.4852], [9.1632, 270.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[7.0132, 271.6852], [5.6337, 271.6852], [5.6337, 270.4852], [7.0132, 270.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.9732, 271.6452], [5.6737, 271.6452], [5.6737, 270.5252], [6.9732, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.1232, 271.6452], [8.0032, 271.6452], [8.0032, 270.5252], [9.1232, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.4537, 271.6452], [10.1532, 271.6452], [10.1532, 270.5252], [11.4537, 270.5252]]",4.0,True,,,,,,,,,
LINE,DETALLE,,,,,,,,,5.3327,273.0852,0.0,11.7927,273.0852,0.0,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.9732, 271.6452], [5.6737, 271.6452], [5.6737, 270.5252], [6.9732, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.9776, 271.0533], [5.6737, 271.0533], [5.6737, 270.5252], [5.9776, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.2983, 271.0533], [5.9944, 271.0533], [5.9944, 270.5252], [6.2983, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.6525, 271.0533], [6.3486, 271.0533], [6.3486, 270.5252], [6.6525, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.9732, 271.0533], [6.6693, 271.0533], [6.6693, 270.5252], [6.9732, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.9732, 271.6452], [6.6693, 271.6452], [6.6693, 271.1036], [6.9732, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.6525, 271.6452], [6.3486, 271.6452], [6.3486, 271.1036], [6.6525, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.2983, 271.6452], [5.9944, 271.6452], [5.9944, 271.1036], [6.2983, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.9776, 271.6452], [5.6737, 271.6452], [5.6737, 271.1036], [5.9776, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.6693, 271.6452], [6.9732, 271.6452], [6.9732, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.3486, 271.6452], [6.6525, 271.6452], [6.6525, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.9944, 271.6452], [6.2983, 271.6452], [6.2983, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.6737, 271.6452], [5.9776, 271.6452], [5.9776, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.6737, 271.0533], [5.9776, 271.0533], [5.9776, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.9944, 271.0533], [6.2983, 271.0533], [6.2983, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.3486, 271.0533], [6.6525, 271.0533], [6.6525, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[6.6693, 271.0533], [6.9732, 271.0533], [6.9732, 270.5252]]",3.0,False,,,,,,,,,
LINE,VENTANA,,,,,,,,,5.7964,271.3167,0.0,5.8549,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,5.8124,271.3278,0.0,5.8534,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,5.8308,271.343,0.0,5.8495,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,5.7979,271.3362,0.0,5.8389,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,5.8018,271.3597,0.0,5.8205,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,6.1171,271.3167,0.0,6.1756,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,6.1331,271.3278,0.0,6.1741,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,6.1515,271.343,0.0,6.1702,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,6.1186,271.3362,0.0,6.1596,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,6.1225,271.3597,0.0,6.1412,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,6.4713,271.3167,0.0,6.5298,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,6.4873,271.3278,0.0,6.5283,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,6.5057,271.343,0.0,6.5244,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,6.4728,271.3362,0.0,6.5138,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,6.4767,271.3597,0.0,6.4954,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,6.792,271.3167,0.0,6.8505,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,6.808,271.3278,0.0,6.849,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,6.8264,271.343,0.0,6.8451,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,6.7935,271.3362,0.0,6.8345,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,6.7974,271.3597,0.0,6.8161,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,5.7964,270.7384,0.0,5.8549,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,5.8124,270.7495,0.0,5.8534,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,5.8308,270.7647,0.0,5.8495,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,5.7979,270.7579,0.0,5.8389,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,5.8018,270.7814,0.0,5.8205,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,6.1171,270.7384,0.0,6.1756,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,6.1331,270.7495,0.0,6.1741,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,6.1515,270.7647,0.0,6.1702,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,6.1186,270.7579,0.0,6.1596,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,6.1225,270.7814,0.0,6.1412,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,6.4713,270.7384,0.0,6.5298,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,6.4873,270.7495,0.0,6.5283,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,6.5057,270.7647,0.0,6.5244,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,6.4728,270.7579,0.0,6.5138,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,6.4767,270.7814,0.0,6.4954,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,6.792,270.7384,0.0,6.8505,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,6.808,270.7495,0.0,6.849,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,6.8264,270.7647,0.0,6.8451,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,6.7935,270.7579,0.0,6.8345,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,6.7974,270.7814,0.0,6.8161,270.8139,0.0,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.4537, 271.6452], [10.1542, 271.6452], [10.1542, 270.5252], [11.4537, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.4581, 271.0533], [10.1542, 271.0533], [10.1542, 270.5252], [10.4581, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.7788, 271.0533], [10.4748, 271.0533], [10.4748, 270.5252], [10.7788, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.133, 271.0533], [10.8291, 271.0533], [10.8291, 270.5252], [11.133, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.4537, 271.0533], [11.1498, 271.0533], [11.1498, 270.5252], [11.4537, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.4537, 271.6452], [11.1498, 271.6452], [11.1498, 271.1036], [11.4537, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.133, 271.6452], [10.8291, 271.6452], [10.8291, 271.1036], [11.133, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.7788, 271.6452], [10.4748, 271.6452], [10.4748, 271.1036], [10.7788, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.4581, 271.6452], [10.1542, 271.6452], [10.1542, 271.1036], [10.4581, 271.1036]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.1498, 271.6452], [11.4537, 271.6452], [11.4537, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.8291, 271.6452], [11.133, 271.6452], [11.133, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.4748, 271.6452], [10.7788, 271.6452], [10.7788, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.1542, 271.6452], [10.4581, 271.6452], [10.4581, 271.1036]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.1542, 271.0533], [10.4581, 271.0533], [10.4581, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.4748, 271.0533], [10.7788, 271.0533], [10.7788, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.8291, 271.0533], [11.133, 271.0533], [11.133, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.1498, 271.0533], [11.4537, 271.0533], [11.4537, 270.5252]]",3.0,False,,,,,,,,,
LINE,VENTANA,,,,,,,,,10.2769,271.3167,0.0,10.3354,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,10.2929,271.3278,0.0,10.3339,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,10.3113,271.343,0.0,10.33,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,10.2784,271.3362,0.0,10.3193,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,10.2822,271.3597,0.0,10.3009,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,10.5975,271.3167,0.0,10.6561,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,10.6136,271.3278,0.0,10.6546,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,10.632,271.343,0.0,10.6507,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,10.5991,271.3362,0.0,10.64,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,10.6029,271.3597,0.0,10.6216,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,10.9518,271.3167,0.0,11.0103,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,10.9678,271.3278,0.0,11.0088,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,10.9862,271.343,0.0,11.0049,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,10.9533,271.3362,0.0,10.9942,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,10.9571,271.3597,0.0,10.9758,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,11.2724,271.3167,0.0,11.331,271.4184,0.0,,,
LINE,VENTANA,,,,,,,,,11.2885,271.3278,0.0,11.3295,271.399,0.0,,,
LINE,VENTANA,,,,,,,,,11.3069,271.343,0.0,11.3256,271.3755,0.0,,,
LINE,VENTANA,,,,,,,,,11.274,271.3362,0.0,11.3149,271.4073,0.0,,,
LINE,VENTANA,,,,,,,,,11.2778,271.3597,0.0,11.2965,271.3922,0.0,,,
LINE,VENTANA,,,,,,,,,10.2769,270.7384,0.0,10.3354,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,10.2929,270.7495,0.0,10.3339,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,10.3113,270.7647,0.0,10.33,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,10.2784,270.7579,0.0,10.3193,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,10.2822,270.7814,0.0,10.3009,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,10.5975,270.7384,0.0,10.6561,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,10.6136,270.7495,0.0,10.6546,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,10.632,270.7647,0.0,10.6507,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,10.5991,270.7579,0.0,10.64,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,10.6029,270.7814,0.0,10.6216,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,10.9518,270.7384,0.0,11.0103,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,10.9678,270.7495,0.0,11.0088,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,10.9862,270.7647,0.0,11.0049,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,10.9533,270.7579,0.0,10.9942,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,10.9571,270.7814,0.0,10.9758,270.8139,0.0,,,
LINE,VENTANA,,,,,,,,,11.2724,270.7384,0.0,11.331,270.8401,0.0,,,
LINE,VENTANA,,,,,,,,,11.2885,270.7495,0.0,11.3295,270.8207,0.0,,,
LINE,VENTANA,,,,,,,,,11.3069,270.7647,0.0,11.3256,270.7971,0.0,,,
LINE,VENTANA,,,,,,,,,11.274,270.7579,0.0,11.3149,270.829,0.0,,,
LINE,VENTANA,,,,,,,,,11.2778,270.7814,0.0,11.2965,270.8139,0.0,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.1232, 271.6452], [8.0032, 271.6452], [8.0032, 270.5252], [9.1232, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.2651, 271.0599], [8.0032, 271.0599], [8.0032, 270.5252], [8.2651, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.5415, 271.0599], [8.2796, 271.0599], [8.2796, 270.5252], [8.5415, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.8468, 271.0599], [8.5849, 271.0599], [8.5849, 270.5252], [8.8468, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.1232, 271.0599], [8.8613, 271.0599], [8.8613, 270.5252], [9.1232, 270.5252]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.1232, 271.6452], [8.8613, 271.6452], [8.8613, 271.1032], [9.1232, 271.1032]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.8468, 271.6452], [8.5849, 271.6452], [8.5849, 271.1032], [8.8468, 271.1032]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.5415, 271.6452], [8.2796, 271.6452], [8.2796, 271.1032], [8.5415, 271.1032]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.2651, 271.6452], [8.0032, 271.6452], [8.0032, 271.1032], [8.2651, 271.1032]]",4.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.8613, 271.6452], [9.1232, 271.6452], [9.1232, 271.1032]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.5849, 271.6452], [8.8468, 271.6452], [8.8468, 271.1032]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.2796, 271.6452], [8.5415, 271.6452], [8.5415, 271.1032]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.0032, 271.6452], [8.2651, 271.6452], [8.2651, 271.1032]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.0032, 271.0599], [8.2651, 271.0599], [8.2651, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.2796, 271.0599], [8.5415, 271.0599], [8.5415, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.5849, 271.0599], [8.8468, 271.0599], [8.8468, 270.5252]]",3.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[8.8613, 271.0599], [9.1232, 271.0599], [9.1232, 270.5252]]",3.0,False,,,,,,,,,
LINE,VENTANA,,,,,,,,,8.109,271.3267,0.0,8.1594,271.4143,0.0,,,
LINE,VENTANA,,,,,,,,,8.1228,271.3362,0.0,8.1581,271.3976,0.0,,,
LINE,VENTANA,,,,,,,,,8.1386,271.3493,0.0,8.1548,271.3773,0.0,,,
LINE,VENTANA,,,,,,,,,8.1103,271.3434,0.0,8.1456,271.4048,0.0,,,
LINE,VENTANA,,,,,,,,,8.1136,271.3637,0.0,8.1297,271.3917,0.0,,,
LINE,VENTANA,,,,,,,,,8.3853,271.3267,0.0,8.4358,271.4143,0.0,,,
LINE,VENTANA,,,,,,,,,8.3992,271.3362,0.0,8.4345,271.3976,0.0,,,
LINE,VENTANA,,,,,,,,,8.415,271.3493,0.0,8.4311,271.3773,0.0,,,
LINE,VENTANA,,,,,,,,,8.3866,271.3434,0.0,8.422,271.4048,0.0,,,
LINE,VENTANA,,,,,,,,,8.39,271.3637,0.0,8.4061,271.3917,0.0,,,
LINE,VENTANA,,,,,,,,,8.6906,271.3267,0.0,8.7411,271.4143,0.0,,,
LINE,VENTANA,,,,,,,,,8.7045,271.3362,0.0,8.7398,271.3976,0.0,,,
LINE,VENTANA,,,,,,,,,8.7203,271.3493,0.0,8.7364,271.3773,0.0,,,
LINE,VENTANA,,,,,,,,,8.6919,271.3434,0.0,8.7272,271.4048,0.0,,,
LINE,VENTANA,,,,,,,,,8.6953,271.3637,0.0,8.7114,271.3917,0.0,,,
LINE,VENTANA,,,,,,,,,8.967,271.3267,0.0,9.0175,271.4143,0.0,,,
LINE,VENTANA,,,,,,,,,8.9808,271.3362,0.0,9.0161,271.3976,0.0,,,
LINE,VENTANA,,,,,,,,,8.9967,271.3493,0.0,9.0128,271.3773,0.0,,,
LINE,VENTANA,,,,,,,,,8.9683,271.3434,0.0,9.0036,271.4048,0.0,,,
LINE,VENTANA,,,,,,,,,8.9717,271.3637,0.0,8.9878,271.3917,0.0,,,
LINE,VENTANA,,,,,,,,,8.109,270.7487,0.0,8.1594,270.8364,0.0,,,
LINE,VENTANA,,,,,,,,,8.1228,270.7583,0.0,8.1581,270.8196,0.0,,,
LINE,VENTANA,,,,,,,,,8.1386,270.7713,0.0,8.1548,270.7993,0.0,,,
LINE,VENTANA,,,,,,,,,8.1103,270.7655,0.0,8.1456,270.8268,0.0,,,
LINE,VENTANA,,,,,,,,,8.1136,270.7858,0.0,8.1297,270.8138,0.0,,,
LINE,VENTANA,,,,,,,,,8.3853,270.7487,0.0,8.4358,270.8364,0.0,,,
LINE,VENTANA,,,,,,,,,8.3992,270.7583,0.0,8.4345,270.8196,0.0,,,
LINE,VENTANA,,,,,,,,,8.415,270.7713,0.0,8.4311,270.7993,0.0,,,
LINE,VENTANA,,,,,,,,,8.3866,270.7655,0.0,8.422,270.8268,0.0,,,
LINE,VENTANA,,,,,,,,,8.39,270.7858,0.0,8.4061,270.8138,0.0,,,
LINE,VENTANA,,,,,,,,,8.6906,270.7487,0.0,8.7411,270.8364,0.0,,,
LINE,VENTANA,,,,,,,,,8.7045,270.7583,0.0,8.7398,270.8196,0.0,,,
LINE,VENTANA,,,,,,,,,8.7203,270.7713,0.0,8.7364,270.7993,0.0,,,
LINE,VENTANA,,,,,,,,,8.6919,270.7655,0.0,8.7272,270.8268,0.0,,,
LINE,VENTANA,,,,,,,,,8.6953,270.7858,0.0,8.7114,270.8138,0.0,,,
LINE,VENTANA,,,,,,,,,8.967,270.7487,0.0,9.0175,270.8364,0.0,,,
LINE,VENTANA,,,,,,,,,8.9808,270.7583,0.0,9.0161,270.8196,0.0,,,
LINE,VENTANA,,,,,,,,,8.9967,270.7713,0.0,9.0128,270.7993,0.0,,,
LINE,VENTANA,,,,,,,,,8.9683,270.7655,0.0,9.0036,270.8268,0.0,,,
LINE,VENTANA,,,,,,,,,8.9717,270.7858,0.0,8.9878,270.8138,0.0,,,
LWPOLYLINE,VENTANA,,,,,,"[[5.6337, 271.6852], [7.0132, 271.6852], [7.0132, 270.4852]]",3.0,False,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[10.1142, 271.6852], [11.4937, 271.6852], [11.4937, 270.4852]]",3.0,False,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[7.9632, 271.6852], [9.1632, 271.6852], [9.1632, 270.4852]]",3.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.3014, 272.5779], [6.2791, 272.6226], [6.0152, 272.513], [6.0465, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.0465, 272.4504], [6.0242, 272.4951], [5.7603, 272.3856], [5.7916, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.7916, 272.3229], [5.7692, 272.3677], [5.5054, 272.2581], [5.5367, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.5367, 272.1955], [5.5143, 272.2402], [5.2505, 272.1306], [5.2818, 272.068]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.2818, 272.068], [5.2594, 272.1128], [5.1908, 272.0842], [5.212, 272.0331]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.364, 272.5779], [6.3864, 272.6226], [6.6502, 272.513], [6.6189, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.6189, 272.4504], [6.6413, 272.4951], [6.9052, 272.3856], [6.8739, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.8739, 272.3229], [6.8962, 272.3677], [7.1601, 272.2581], [7.1288, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.1288, 272.1955], [7.1511, 272.2402], [7.3806, 272.1479], [7.3493, 272.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.2512, 272.611], [6.2791, 272.6226], [6.3864, 272.6226], [6.4143, 272.611]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.824, 272.5779], [10.8464, 272.6226], [11.1102, 272.513], [11.0789, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.0789, 272.4504], [11.1013, 272.4951], [11.3652, 272.3856], [11.3339, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.3339, 272.3229], [11.3562, 272.3677], [11.6201, 272.2581], [11.5888, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.5888, 272.1955], [11.6111, 272.2402], [11.875, 272.1306], [11.8437, 272.068]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.8437, 272.068], [11.866, 272.1128], [11.9347, 272.0842], [11.9135, 272.0331]]",4.0,True,,,,,,,,,
